Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,1015.739990,1055.719971,1014.989990,1049.560059,1049.560059,0
2017-02-01,1049.630005,1079.189941,1042.290039,1060.329956,1060.329956,0
2017-03-01,1060.599976,1081.150024,1042.819946,1075.069946,1075.069946,152389800
2017-04-01,1075.069946,1127.390015,1065.939941,1126.439941,1126.439941,284493200
2017-05-01,1126.250000,1153.439941,1118.339966,1150.020020,1150.020020,388821000
2017-06-01,1150.020020,1179.780029,1128.349976,1143.239990,1143.239990,347158600
2017-07-01,1143.239990,1181.219971,1142.619995,1168.660034,1168.660034,290802900
2017-08-01,1168.660034,1175.959961,1145.699951,1174.719971,1174.719971,367851500
2017-09-01,1174.719971,1182.030029,1149.180054,1173.989990,1173.989990,325014800
2017-10-01,1173.989990,1198.250000,1171.599976,1195.609985,1195.609985,358788000
2017-11-01,1195.609985,1205.250000,1098.780029,1129.589966,1129.589966,401461700
2017-12-01,1129.390015,1155.630005,1103.640015,1145.640015,1145.640015,289641500
2018-01-01,1145.829956,1181.329956,1136.439941,1136.520020,1136.520020,367247900
2018-02-01,1137.180054,1164.650024,1055.380005,1147.890015,1147.890015,574746200
2018-03-01,1147.000000,1147.430054,1094.380005,1114.819946,1114.819946,359608400
2018-04-01,1115.040039,1121.410034,1090.180054,1113.020020,1113.020020,309674500
2018-05-01,1113.089966,1170.219971,1099.349976,1113.589966,1113.589966,342144100
2018-06-01,1113.719971,1140.569946,1082.079956,1097.239990,1097.239990,295805100
2018-07-01,1096.329956,1172.020020,1084.849976,1157.030029,1157.030029,252602700
2018-08-01,1157.300049,1181.750000,1127.979980,1171.540039,1171.540039,319792200
2018-09-01,1170.859985,1173.599976,1111.099976,1120.060059,1120.060059,323541000
2018-10-01,1120.000000,1128.430054,985.869995,1024.810059,1024.810059,360964900
2018-11-01,1025.479980,1076.540039,1001.619995,1040.540039,1040.540039,348639800
2018-12-01,1044.680054,1063.869995,980.750000,994.919983,994.919983,240644700
2019-01-01,994.450012,1056.800049,988.940002,1035.619995,1035.619995,280498900
2019-02-01,1041.050049,1104.530029,1041.050049,1100.560059,1100.560059,270805400
2019-03-01,1101.339966,1139.390015,1100.290039,1122.869995,1122.869995,243350700
2019-04-01,1123.390015,1161.800049,1123.390015,1149.689941,1149.689941,237933800
2019-05-01,1151.089966,1157.959961,1094.739990,1097.119995,1097.119995,302436300
2019-06-01,1096.560059,1146.859985,1076.680054,1122.770020,1122.770020,294423400
2019-07-01,1122.849976,1163.510010,1116.469971,1124.369995,1124.369995,242623800
2019-08-01,1124.189941,1147.810059,1086.520020,1133.689941,1133.689941,314681300
2019-09-01,1133.900024,1162.170044,1122.680054,1141.650024,1141.650024,288184300
2019-10-01,1142.290039,1159.699951,1092.229980,1149.410034,1149.410034,283472800
2019-11-01,1149.819946,1227.829956,1148.949951,1218.780029,1218.780029,310748700
2019-12-01,1219.239990,1265.380005,1212.239990,1253.900024,1253.900024,208957100
2020-01-01,1254.209961,1304.560059,1219.640015,1277.800049,1277.800049,273476500
2020-02-01,1276.290039,1390.300049,1201.329956,1218.699951,1218.699951,324506600
2020-03-01,1243.339966,1292.589966,959.719971,1126.500000,1126.500000,628704900
2020-04-01,1112.500000,1246.189941,1095.650024,1234.959961,1234.959961,386223000
2020-05-01,1218.449951,1336.640015,1201.099976,1327.010010,1327.010010,393899500
2020-06-01,1341.319946,1380.369995,1285.869995,1347.890015,1347.890015,362795400
2020-07-01,1352.949951,1481.030029,1345.790039,1423.630005,1423.630005,276370300
2020-08-01,1421.410034,1495.069946,1419.770020,1479.430054,1479.430054,264794200
2020-09-01,1481.689941,1516.250000,1425.859985,1508.359985,1508.359985,275522900
2020-10-01,1513.790039,1605.890015,1453.160034,1485.109985,1485.109985,280088300
2020-11-01,1496.979980,1629.670044,1476.989990,1596.780029,1596.780029,369856000
2020-12-01,1596.829956,1696.160034,1550.150024,1676.670044,1676.670044,262766900
2021-01-01,1688.280029,1716.250000,1562.229980,1612.510010,1612.510010,302493700
2021-02-01,1624.010010,1718.310059,1591.089966,1606.859985,1606.859985,240089200
2021-03-01,1626.380005,1702.770020,1533.930054,1689.800049,1689.800049,338985000
2021-04-01,1704.770020,1812.530029,1677.969971,1766.359985,1766.359985,259966500
2021-05-01,1773.640015,1815.780029,1710.609985,1793.050049,1793.050049,324845700
2021-06-01,1797.369995,1879.069946,1768.640015,1860.410034,1860.410034,291591100
2021-07-01,1875.599976,1938.040039,1855.739990,1925.599976,1925.599976,278614600
2021-08-01,1931.969971,2023.449951,1915.989990,1975.239990,1975.239990,287497800
2021-09-01,1989.579956,2021.420044,1877.430054,1880.619995,1880.619995,270410900
2021-10-01,1861.319946,1981.680054,1801.920044,1971.319946,1971.319946,269992600
2021-11-01,1980.790039,2020.689941,1852.939941,1882.550049,1882.550049,338735600
2021-12-01,1886.859985,1972.089966,1807.489990,1965.650024,1965.650024,269750300
2022-01-01,1971.800049,1985.900024,1699.089966,1776.229980,1776.229980,318838200
2022-02-01,1791.599976,1820.750000,1567.739990,1764.810059,1764.810059,325575300
2022-03-01,1755.040039,1811.349976,1643.469971,1786.109985,1786.109985,399342600
2022-04-01,1797.540039,1830.949951,1705.109985,1764.640015,1764.640015,277208700
2022-05-01,1753.459961,1761.979980,1545.300049,1682.189941,1682.189941,364547200
2022-06-01,1681.900024,1704.520020,1509.410034,1574.670044,1574.670044,282027600
2022-07-01,1569.959961,1776.459961,1568.290039,1770.609985,1770.609985,281146900
2022-08-01,1770.439941,1782.489990,1640.930054,1652.650024,1652.650024,320549400
2022-09-01,1629.479980,1680.099976,1415.339966,1439.089966,1439.089966,305909000
2022-10-01,1429.189941,1577.939941,1411.069946,1574.670044,1574.670044,308014900
2022-11-01,1582.770020,1698.109985,1556.119995,1686.609985,1686.609985,336880300
2022-12-01,1704.520020,1743.770020,1655.760010,1700.560059,1700.560059,242089700
2023-01-01,1708.430054,1763.709961,1677.770020,1698.420044,1698.420044,305980000
2023-02-01,1708.030029,1797.849976,1707.589966,1780.329956,1780.329956,280204700
2023-03-01,1779.339966,1805.310059,1670.939941,1790.130005,1790.130005,345056100
2023-04-01,1789.750000,1866.780029,1755.349976,1818.420044,1818.420044,205885600
2023-05-01,1829.290039,1886.150024,1779.489990,1802.630005,1802.630005,225613300
2023-06-01,1813.219971,1845.739990,1758.560059,1816.739990,1816.739990,245722800
2023-07-01,1821.579956,1845.140015,1761.099976,1809.709961,1809.709961,199551800
2023-08-01,1806.760010,1828.150024,1735.630005,1736.430054,1736.430054,277713300
2023-09-01,1740.719971,1770.560059,1682.890015,1700.589966,1700.589966,270933700
2023-10-01,1705.119995,1726.949951,1567.650024,1620.040039,1620.040039,319685100
2023-11-01,1620.630005,1729.670044,1600.630005,1728.449951,1728.449951,331089200
2023-12-01,1726.979980,1827.119995,1699.839966,1821.199951,1821.199951,231623300
2024-01-01,1828.459961,1884.689941,1802.459961,1856.530029,1856.530029,273237100
2024-02-01,1850.589966,1909.949951,1848.020020,1897.050049,1897.050049,286808500
2024-03-01,1904.599976,1967.979980,1897.439941,1943.329956,1943.329956,250425900
2024-04-01,1951.380005,1956.989990,1909.849976,1922.020020,1922.020020,52897100
2024-04-05,1913.207642,1922.019287,1909.853760,1922.020020,1922.020020,0
